age,family,income,education,ccavg,mortgage,secacc,cdacc,online,ccard,loan
31,2,113,2,2.0,315,0,0,0,0,0
41,1,35,3,0.75,114,0,0,1,0,0
55,1,85,3,0.1,0,0,0,0,0,0
45,4,73,1,2.9,0,0,0,0,0,0
51,1,70,3,0.8,0,1,0,1,0,0
27,3,130,1,4.4,192,0,0,1,0,1
30,1,39,1,1.5,0,0,0,1,0,0
31,4,72,2,1.8,242,0,0,1,1,0
61,4,68,3,2.3,0,0,0,0,0,0
40,1,35,3,1.4,0,0,0,1,1,0
45,3,61,1,0.7,0,1,1,1,1,0
45,4,69,1,1.9,0,0,0,0,0,0
37,1,59,2,3.6,0,0,0,0,0,0
34,2,99,3,4.5,217,0,0,0,0,0
43,1,201,2,10.0,0,0,0,0,1,1
42,2,130,1,7.5,0,0,0,0,1,0
56,3,72,2,2.0,0,0,0,0,0,0
33,1,44,1,1.2,0,0,0,0,0,0
36,1,91,3,1.5,289,0,0,1,0,0
62,3,92,1,0.5,310,0,0,1,0,0
58,1,55,1,0.8,168,0,0,1,1,0
65,3,20,1,0.5,102,0,0,1,1,0
65,1,89,1,4.1,299,0,1,1,0,1
52,2,59,2,1.5,239,0,0,0,1,0
64,3,8,3,0.1,87,0,0,0,1,0
51,4,85,1,4.9,0,0,0,1,1,0
59,1,94,1,4.3,76,1,1,1,0,0
52,2,22,1,0.4,0,0,0,1,1,0
55,2,74,3,3.2,0,0,0,1,1,0
46,3,59,2,2.67,0,0,0,0,0,0
61,4,12,2,0.6,0,0,0,1,1,0
35,1,8,2,0.4,0,0,0,1,0,0
56,3,74,3,1.6,0,0,0,1,1,0
31,4,184,2,3.4,0,0,1,1,1,1
44,4,34,2,0.0,0,0,0,0,0,0
53,2,63,3,0.8,0,1,0,1,0,0
36,2,123,2,5.6,0,0,1,1,1,1
27,2,85,3,1.6,0,0,0,0,0,0
36,3,109,3,0.5,0,1,1,1,0,1
40,1,31,3,0.6,0,0,0,1,0,0
39,2,61,2,2.4,90,0,0,1,0,0
59,2,88,1,1.6,0,0,0,0,1,0
43,2,22,2,0.3,0,0,0,0,0,0
30,4,63,2,2.2,0,1,0,1,0,0
26,4,80,1,0.2,0,0,0,1,1,0
48,3,78,1,2.1,0,0,0,1,1,0
50,4,45,1,0.1,93,0,0,1,0,0
33,4,51,3,2.1,0,0,0,0,1,0
32,2,111,3,1.5,0,0,0,0,0,0
34,3,45,1,2.8,153,0,0,1,1,0
33,2,184,2,4.8,0,0,0,0,0,1
32,2,41,2,1.0,112,1,0,1,0,0
55,4,69,3,1.3,0,1,1,1,1,0
58,3,23,1,0.2,0,0,0,0,0,0
47,2,160,1,6.67,0,0,0,0,0,0
30,1,61,2,0.8,251,1,1,1,0,0
42,2,110,1,6.1,182,0,0,1,0,0
40,2,50,3,0.6,0,0,0,0,0,0
33,1,49,2,2.4,0,0,0,1,0,0
46,4,185,2,7.5,428,0,0,0,1,1
63,2,52,1,1.1,0,0,0,1,1,0
62,2,53,1,2.8,0,0,0,1,0,0
43,4,125,2,3.5,0,0,0,0,0,1
31,3,72,1,1.6,0,0,0,1,0,0
28,4,51,3,1.8,0,0,0,0,1,0
64,3,23,1,0.5,0,1,0,0,0,0
27,1,41,3,1.9,0,0,0,0,1,0
33,3,41,1,2.0,108,0,0,1,0,0
39,1,138,2,4.67,0,0,0,1,0,1
44,2,138,1,3.3,0,0,0,0,1,0
53,4,14,1,0.8,0,0,0,1,1,0
42,2,145,1,8.0,505,0,0,0,0,0
44,3,25,2,1.0,0,0,0,0,1,0
34,1,43,1,1.7,142,0,0,0,1,0
47,1,93,2,0.2,309,0,0,1,0,0
53,2,90,1,0.3,217,1,0,0,1,0
62,2,41,3,1.0,154,1,0,1,0,0
61,2,169,3,6.1,106,0,1,1,1,1
42,2,63,3,2.2,0,0,0,1,0,0
48,3,23,2,0.67,95,0,0,0,0,0
38,4,140,1,0.5,0,0,0,0,0,1
41,1,75,3,1.5,0,0,0,1,0,0
57,4,13,2,0.9,78,1,0,1,0,0
31,1,10,3,0.5,81,0,0,1,0,0
39,1,100,2,0.8,0,0,0,1,0,0
48,3,85,1,1.1,203,0,0,1,0,0
55,3,73,1,2.67,219,0,0,1,0,0
29,2,130,1,6.7,0,0,0,0,1,0
47,3,65,2,2.7,0,0,0,1,0,0
61,4,59,1,1.7,148,0,0,0,0,0
60,2,31,3,1.0,0,0,0,0,0,0
34,1,134,1,4.0,0,0,0,0,0,0
45,4,11,1,0.2,106,0,0,1,1,0
60,1,32,3,0.3,80,0,0,1,0,0
25,2,53,3,1.6,0,0,0,1,1,0
41,1,28,1,0.7,0,0,0,0,1,0
63,2,44,3,1.0,0,0,0,1,0,0
63,1,40,1,0.8,118,0,0,0,1,0
43,3,40,2,0.6,0,0,0,1,0,0
58,2,163,1,0.5,400,0,0,0,0,0
50,1,82,3,1.3,0,0,0,1,0,0
38,4,89,2,1.4,0,0,0,0,0,0
54,4,78,2,1.6,0,0,0,1,1,0
61,3,55,3,0.9,197,0,0,0,0,0
29,4,34,2,0.4,0,0,0,1,0,0
39,4,108,2,3.67,301,0,0,0,1,1
33,4,58,2,2.2,0,0,0,1,1,0
23,4,73,1,2.6,0,0,0,1,0,0
56,4,54,1,2.1,0,0,0,1,0,0
54,4,45,2,0.9,0,0,0,0,1,0
37,1,123,2,2.3,0,1,1,1,0,1
38,1,93,1,5.2,267,0,0,1,0,0
34,4,102,2,2.2,0,0,0,1,0,0
53,3,39,1,1.5,0,0,0,1,0,0
65,4,114,2,3.4,0,0,0,0,1,0
62,1,29,3,0.3,0,0,0,0,1,0
51,3,30,2,0.6,144,0,0,0,1,0
31,1,22,3,0.6,0,0,0,0,0,0
64,2,38,1,0.3,186,0,0,1,1,0
39,2,41,1,1.7,0,0,0,0,0,0
28,4,161,3,1.7,422,0,1,1,1,1
60,3,38,2,0.5,0,0,0,1,1,0
47,1,25,3,0.9,0,0,0,1,0,0
25,4,70,1,2.6,218,0,0,1,0,0
44,2,201,1,8.8,0,0,0,1,1,0
51,2,42,3,0.6,0,0,0,1,1,0
31,1,64,1,1.2,0,0,0,1,0,0
32,4,28,3,1.1,0,0,0,0,0,0
51,1,119,1,4.9,208,0,0,1,1,0
25,1,28,3,1.0,0,0,0,1,0,0
43,3,60,3,2.1,0,0,0,1,0,0
54,1,23,2,1.5,0,0,0,0,0,0
34,4,164,3,7.4,0,0,0,1,0,1
54,2,39,1,0.8,0,0,0,0,1,0
42,2,19,3,0.0,85,0,0,1,1,0
46,2,72,3,0.8,0,0,0,1,1,0
62,3,41,3,0.9,0,0,0,1,1,0
31,2,32,2,0.3,130,0,0,1,0,0
30,1,69,2,0.8,0,0,0,1,0,0
52,3,23,1,0.4,0,0,0,1,0,0
35,4,44,1,0.2,0,0,0,1,0,0
60,3,32,2,0.4,165,0,0,1,0,0
58,2,25,1,0.3,123,0,0,1,0,0
24,2,80,3,1.6,0,0,0,1,0,0
40,1,83,2,0.8,230,1,0,1,0,0
49,1,133,1,7.3,0,0,0,1,1,0
43,1,89,2,0.1,307,0,0,0,1,0
33,2,81,3,4.5,187,0,1,1,1,0
36,2,44,2,1.1,85,0,0,1,0,0
62,2,119,1,2.0,0,0,0,0,0,0
57,4,39,1,0.9,147,0,0,0,0,0
64,2,40,3,1.0,0,0,0,0,0,0
52,3,79,1,0.8,183,0,0,0,0,0
54,4,30,2,0.7,0,0,0,1,0,0
40,1,179,3,2.6,0,0,0,1,0,1
30,2,178,1,6.7,0,0,0,0,0,0
55,4,82,2,3.8,0,0,0,1,0,0
39,2,50,2,2.4,0,0,0,0,0,0
55,2,64,2,1.9,0,0,0,0,0,0
28,1,129,1,1.5,0,0,0,0,1,0
44,4,68,1,2.9,0,1,0,0,0,0
46,1,30,3,1.4,112,1,0,0,0,0
61,3,48,1,1.5,0,0,0,0,1,0
61,1,130,1,1.3,257,0,0,0,0,0
45,1,40,3,0.5,0,1,0,1,0,0
38,2,105,1,1.9,0,0,0,1,0,0
29,4,41,1,0.2,0,0,0,1,0,0
52,3,168,3,6.5,118,0,0,1,0,1
38,2,80,1,2.7,0,0,0,1,0,0
28,2,134,1,3.1,0,0,0,1,0,0
34,1,49,3,2.5,0,0,0,0,0,0
35,2,63,1,1.8,0,0,0,1,0,0
46,4,70,1,1.9,212,0,0,0,1,0
63,3,32,2,0.7,141,0,0,0,0,0
33,3,14,3,0.9,114,0,0,0,0,0
38,2,111,1,6.1,326,0,0,0,0,0
53,4,38,2,2.8,144,1,0,1,0,0
28,2,121,1,2.0,341,0,0,1,0,0
44,4,90,3,2.6,0,0,0,1,0,0
58,2,178,2,6.0,0,0,0,1,0,1
38,4,20,2,0.4,79,0,0,1,1,0
48,2,61,1,1.7,229,0,0,0,1,0
33,4,43,1,0.8,0,0,0,0,0,0
66,1,39,2,1.9,0,0,0,1,1,0
59,4,60,1,2.1,234,0,0,1,1,0
40,3,63,1,3.0,0,1,0,1,0,0
36,4,8,3,0.2,81,0,0,0,1,0
62,4,52,2,1.3,0,0,0,1,1,0
51,4,92,1,3.0,0,0,1,1,1,1
58,2,111,1,1.4,298,0,0,1,0,0
52,1,71,3,1.4,0,0,0,0,0,0
41,2,25,2,0.1,91,1,0,0,0,0
31,1,34,3,1.9,156,0,0,1,0,0
28,3,74,3,2.6,0,0,0,0,0,0
57,2,120,1,2.0,0,0,0,0,1,0
61,4,50,2,1.3,0,0,0,0,1,0
60,2,10,1,1.0,0,0,0,1,1,0
56,4,45,2,2.5,113,0,0,1,0,0
49,4,29,1,1.8,0,0,0,1,1,0
63,2,145,1,6.9,0,0,0,1,0,0
49,2,100,1,6.3,0,0,0,0,0,0
49,3,24,1,0.4,0,0,0,1,0,0
32,1,60,1,1.2,0,0,0,1,1,0
26,4,50,2,0.6,0,0,0,0,0,0
27,3,43,2,1.1,0,0,0,0,0,0
57,3,79,1,4.4,0,0,0,0,1,0
29,3,44,2,0.1,0,0,0,1,1,0
56,4,31,3,1.5,0,0,0,1,0,0
59,2,14,1,1.0,107,0,0,1,0,0
53,4,19,1,0.8,106,0,0,0,1,0
54,1,111,2,1.1,0,0,0,1,0,1
56,1,90,2,1.9,0,0,0,1,0,0
50,2,21,3,0.7,129,0,0,0,0,0
51,1,104,2,4.2,0,0,0,1,0,1
53,1,75,2,1.9,0,0,0,1,0,0
37,2,175,1,7.8,297,0,0,1,1,0
32,1,98,1,4.2,171,1,1,0,0,1
49,4,41,1,0.1,153,0,0,1,0,0
34,2,171,2,2.2,569,0,0,1,0,1
54,4,79,2,1.6,0,0,0,1,0,0
64,4,24,2,0.6,0,0,0,0,0,0
58,1,90,2,3.6,0,0,0,0,0,1
25,3,39,2,2.4,0,0,0,1,0,0
50,2,9,1,0.0,0,1,0,0,0,0
38,2,15,2,0.1,90,0,0,1,0,0
48,1,80,1,2.7,0,0,0,1,0,0
41,1,63,3,0.7,79,0,0,0,1,0
32,1,20,3,0.5,102,0,0,1,0,0
46,2,43,3,2.1,0,1,1,1,1,0
39,1,65,3,1.5,0,0,0,0,0,0
39,2,91,2,1.7,151,0,0,0,0,0
63,1,53,1,0.8,0,0,0,0,0,0
58,3,110,2,1.7,0,0,0,0,0,0
28,3,82,1,1.5,103,0,0,1,0,0
36,4,23,3,0.2,0,0,0,1,0,0
43,2,172,1,6.67,0,0,0,1,0,0
36,2,88,1,2.7,0,0,0,1,0,0
44,2,71,3,0.8,0,0,0,1,0,0
31,1,180,3,2.9,144,1,0,0,0,1
45,2,39,3,2.1,184,0,0,0,1,0
39,1,94,3,1.5,0,0,0,0,1,0
43,3,25,2,1.0,0,0,0,1,0,0
40,2,10,3,0.0,102,0,0,1,0,0
30,1,42,1,1.0,184,0,0,0,0,0
58,2,142,1,3.9,0,0,0,0,1,0
46,2,34,1,1.3,0,0,0,1,0,0
35,1,139,1,4.6,0,0,0,0,0,0
30,2,154,1,4.5,207,0,0,1,0,0
34,2,40,3,2.0,89,0,0,0,0,0
62,1,33,3,1.5,140,0,0,1,1,0
58,2,80,1,1.6,0,0,0,1,1,0
45,3,10,2,0.67,100,0,0,1,0,0
42,3,41,3,0.5,0,0,0,1,0,0
60,4,30,1,1.3,118,0,0,1,1,0
55,1,78,3,0.8,190,0,0,1,0,0
45,1,164,1,5.0,0,0,0,0,1,0
52,1,23,3,0.4,0,0,0,0,0,0
31,1,149,1,6.0,0,0,0,0,0,0
60,4,25,3,0.7,0,0,0,1,0,0
33,1,42,3,2.1,0,0,0,1,0,0
37,1,71,1,2.5,185,0,0,1,1,0
59,3,114,2,4.2,0,0,0,1,0,1
51,1,70,2,2.8,0,0,0,1,1,0
47,4,149,1,6.1,0,0,0,0,1,1
60,4,55,2,2.5,0,0,0,1,0,0
61,1,29,1,1.3,0,0,0,0,0,0
64,1,123,1,3.8,0,0,0,1,1,0
46,1,152,3,7.4,374,0,1,1,1,1
31,4,8,2,0.7,0,0,0,0,0,0
57,4,69,1,0.7,245,0,0,0,0,0
48,4,161,3,7.9,310,0,0,0,0,1
48,1,79,2,0.2,0,0,0,0,0,0
35,1,105,1,4.6,0,0,0,0,0,0
33,3,39,1,2.3,0,0,0,0,0,0
47,1,163,1,5.0,0,0,0,0,0,0
46,1,9,1,0.2,0,0,0,1,0,0
44,4,71,3,2.0,0,0,0,0,1,0
42,3,51,3,2.1,0,0,0,0,0,0
50,1,32,3,1.4,167,0,0,0,0,0
52,4,161,1,4.3,0,0,1,1,1,1
53,1,60,1,0.2,0,0,0,1,0,0
37,4,35,2,1.0,0,0,0,0,0,0
64,4,41,2,1.2,0,0,0,1,0,0
46,2,73,1,1.7,216,0,0,1,0,0
57,4,49,1,1.5,214,1,1,1,1,0
61,2,79,1,2.0,194,0,0,1,1,0
42,2,120,1,7.5,0,1,0,0,0,0
40,2,60,1,3.2,0,0,0,0,0,0
33,3,78,2,0.6,0,0,0,1,0,0
50,4,40,2,1.1,131,0,0,0,0,0
52,2,110,3,5.4,204,1,1,1,0,1
35,4,160,3,5.7,0,1,0,0,0,1
57,4,68,1,0.7,191,0,0,1,1,0
56,2,49,3,1.6,103,0,0,1,0,0
44,2,65,1,2.5,0,0,0,1,0,0
23,3,55,2,2.4,145,0,0,1,0,0
33,3,62,1,2.3,98,0,0,0,1,0
48,1,152,1,0.0,0,0,0,0,0,0
45,3,42,2,2.5,0,0,0,0,0,0
54,4,39,2,0.7,0,0,0,1,0,0
42,3,111,1,3.0,0,1,1,0,1,1
47,3,82,1,2.1,0,0,0,0,0,0
61,4,108,2,3.4,0,0,0,1,0,0
53,2,59,3,0.8,0,0,0,1,0,0
56,3,61,1,2.5,193,0,0,1,0,0
33,4,78,2,2.0,0,1,0,1,0,0
44,2,18,3,0.1,0,0,0,1,0,0
63,4,113,3,1.7,0,0,0,1,1,0
47,1,62,2,2.67,0,0,0,1,0,0
50,1,81,1,4.9,248,0,0,1,0,0
49,3,13,1,0.4,106,0,0,1,0,0
34,1,75,1,2.8,194,0,0,0,0,0
40,2,33,3,0.8,89,0,0,1,0,0
38,1,179,1,4.1,0,0,0,1,0,0
51,3,69,2,2.0,0,0,0,1,0,0
28,1,45,3,1.0,0,0,0,1,0,0
52,3,59,2,3.0,0,0,0,1,0,0
39,2,81,1,2.8,0,0,0,1,0,0
29,1,133,1,5.4,212,0,0,1,0,0
54,2,81,3,0.0,0,0,0,1,0,0
63,4,14,2,0.4,86,0,0,1,1,0
40,2,28,3,0.8,0,0,0,0,0,0
36,2,93,1,2.2,0,0,0,1,0,0
45,3,191,3,2.6,123,0,0,0,0,1
61,1,155,1,2.9,0,0,0,1,0,0
26,2,155,1,7.2,0,0,0,0,0,0
33,4,68,1,1.3,0,0,0,1,0,0
64,2,52,1,1.1,226,0,0,0,0,0
43,1,51,3,0.7,0,0,0,0,0,0
24,4,44,1,1.6,180,0,0,1,0,0
30,2,121,1,3.1,408,0,0,1,0,0
60,4,49,1,2.2,204,1,0,1,0,0
50,2,42,3,1.0,78,1,0,1,0,0
40,1,144,1,4.1,0,0,0,0,0,0
31,1,72,2,2.6,0,0,0,1,0,0
30,1,44,1,1.5,109,0,0,0,0,0
60,3,43,3,0.9,175,0,0,0,0,0
39,1,74,2,0.1,144,1,0,1,0,0
66,1,145,1,2.5,0,0,0,1,0,0
65,2,158,1,2.1,0,0,0,0,0,0
54,4,78,1,4.9,0,0,0,0,0,0
54,1,154,2,2.4,352,0,0,1,0,1
35,2,105,3,4.5,0,0,0,0,0,0
32,3,100,2,0.6,0,0,0,1,0,0
63,1,58,2,0.0,0,0,0,1,0,0
60,1,113,1,0.9,406,0,0,1,0,0
43,2,10,2,0.1,0,1,0,0,1,0
59,2,142,1,2.7,0,0,0,0,0,0
62,1,128,1,2.5,0,0,0,0,0,0
30,3,131,3,0.5,0,0,0,0,0,1
54,4,88,2,1.0,122,0,0,1,0,0
30,2,101,1,0.6,0,0,0,1,0,0
31,2,70,3,1.75,0,0,1,1,1,0
44,1,122,1,0.3,0,1,0,1,0,0
32,3,70,1,1.5,0,0,0,1,0,0
63,2,148,3,4.3,0,0,0,1,0,1
57,2,43,3,2.1,166,0,0,1,0,0
60,1,31,3,1.5,0,0,0,1,0,0
37,2,35,3,0.8,0,0,0,0,0,0
53,4,81,3,2.6,0,0,0,1,0,0
51,1,19,3,1.4,98,0,0,0,0,0
30,4,98,3,1.8,129,1,1,1,1,0
28,4,101,3,2.1,0,0,0,1,0,0
50,2,81,3,0.4,0,0,0,0,0,0
52,1,135,1,0.6,452,0,0,1,0,0
56,2,34,2,0.7,0,0,0,1,0,0
40,1,104,1,3.4,249,0,0,0,0,0
64,3,29,2,0.7,0,0,0,1,0,0
61,2,119,2,5.4,0,0,0,1,0,1
46,2,82,2,1.7,0,0,0,1,1,0
55,1,62,1,0.2,0,0,0,1,0,0
45,3,85,1,2.1,0,0,0,1,1,0
40,2,8,2,0.1,0,0,0,0,0,0
63,4,78,3,1.7,0,0,0,1,0,0
57,3,44,2,0.5,0,0,0,1,0,0
38,2,122,1,8.0,0,0,0,1,1,0
37,3,22,2,0.1,114,0,0,0,0,0
31,4,39,2,2.2,0,0,0,1,1,0
50,1,55,2,1.6,0,0,0,1,0,0
42,2,144,1,6.1,158,0,0,0,0,0
51,1,71,2,2.6,0,0,0,0,1,0
38,2,191,1,3.0,0,0,0,1,0,0
53,1,22,2,0.5,100,0,0,1,0,0
43,1,158,1,2.4,0,0,0,1,0,0
35,3,131,3,0.3,0,0,1,1,1,1
49,1,75,2,2.8,160,0,0,0,1,0
28,3,69,2,0.7,170,0,0,0,0,0
51,2,39,1,0.8,0,0,0,0,0,0
39,4,34,1,1.7,0,0,0,1,1,0
31,1,32,1,1.7,0,0,0,1,0,0
44,1,129,1,5.7,0,0,0,1,0,0
46,3,158,1,5.4,432,0,0,0,1,1
42,1,54,1,1.8,0,0,0,1,0,0
41,1,34,2,2.0,0,0,0,0,0,0
23,4,45,2,0.6,0,0,0,1,1,0
59,2,68,3,2.3,0,1,0,0,0,0
47,1,53,2,1.5,0,0,0,1,0,0
48,1,32,1,0.1,0,0,0,0,1,0
58,2,173,3,7.2,0,0,0,1,0,1
58,4,31,1,0.4,0,0,0,0,0,0
54,2,72,1,3.7,144,0,0,1,0,0
49,4,30,2,0.4,157,0,1,1,1,0
63,1,138,1,2.5,0,0,0,1,0,0
62,1,18,2,1.5,127,0,0,0,0,0
45,1,69,1,2.8,220,0,0,1,1,0
39,3,58,1,2.1,247,0,0,1,0,0
58,4,63,1,1.5,0,0,0,1,0,0
56,2,43,1,0.3,0,1,0,0,0,0
29,1,28,3,0.2,0,0,0,1,0,0
33,1,38,3,2.1,133,0,0,0,0,0
55,3,72,2,0.3,147,0,0,0,0,0
56,4,64,1,0.9,0,0,0,1,0,0
36,3,70,2,2.6,165,0,0,1,0,0
53,1,12,1,0.3,0,0,0,0,0,0
57,2,159,1,0.5,0,0,0,0,0,0
35,2,103,3,4.5,0,0,0,1,0,0
43,1,42,3,0.3,0,0,0,1,0,0
54,2,48,3,2.1,142,0,0,1,0,0
29,1,49,1,1.5,0,0,0,0,0,0
39,2,89,1,0.4,0,0,0,1,0,0
32,4,22,2,0.7,0,0,0,1,1,0
51,2,10,1,0.2,86,0,0,0,0,0
50,1,38,2,1.3,120,0,0,0,1,0
54,2,49,3,2.1,95,0,0,1,1,0
38,2,30,3,1.4,0,0,0,0,1,0
32,1,82,2,2.6,240,0,1,1,1,0
62,1,82,3,0.8,312,0,0,1,0,0
57,1,24,2,0.1,0,0,0,0,0,0
47,4,32,1,0.6,156,0,0,1,1,0
51,3,34,3,0.9,111,0,0,1,0,0
54,2,195,2,4.75,477,0,0,0,0,1
26,4,61,1,2.2,119,0,0,0,0,0
37,3,22,2,0.1,0,0,0,1,1,0
27,4,40,3,1.0,0,0,0,1,0,0
63,2,50,1,2.8,205,0,0,0,0,0
62,2,35,3,0.7,0,1,0,0,1,0
59,3,64,2,0.3,0,0,0,0,0,0
32,3,49,1,2.3,0,0,0,1,0,0
35,4,44,2,1.0,192,0,0,0,1,0
56,2,65,1,3.7,0,0,0,1,0,0
55,4,13,1,0.7,0,0,0,1,0,0
31,1,84,3,2.9,105,0,0,0,1,0
54,4,28,2,0.2,101,0,0,1,0,0
58,3,108,1,4.4,0,0,0,1,0,0
48,1,59,1,0.0,144,0,0,1,0,0
48,1,163,1,2.4,396,0,0,1,0,0
33,2,183,3,8.8,582,0,0,1,0,1
36,4,69,3,4.0,0,0,0,1,0,0
41,1,115,1,7.0,0,0,0,0,0,0
55,4,130,1,6.5,0,0,0,0,1,1
63,2,185,2,7.9,358,0,0,1,0,1
53,2,118,1,0.3,0,0,0,1,0,0
38,1,163,1,4.1,0,0,0,0,0,0
46,2,140,1,6.3,380,0,0,1,1,0
59,2,91,2,0.7,0,0,0,1,1,0
56,4,61,3,1.3,0,0,0,1,1,0
59,4,168,2,4.1,0,0,0,1,0,1
39,3,69,2,0.9,0,0,0,0,0,0
47,1,22,1,0.2,104,0,0,0,0,0
47,1,53,1,0.3,213,0,0,0,0,0
53,2,25,2,1.0,0,0,1,1,1,0
36,4,115,2,2.2,0,0,0,0,0,1
34,4,31,3,1.1,85,1,1,1,1,0
36,1,83,3,2.8,0,0,0,0,1,0
60,2,152,1,6.9,0,0,0,0,0,0
45,1,30,1,0.1,0,0,0,1,0,0
27,1,34,3,0.2,0,0,0,1,1,0
47,1,44,3,1.4,0,0,0,1,1,0
44,2,182,1,7.6,0,0,0,0,0,0
54,3,44,1,1.5,117,0,0,1,0,0
57,2,122,1,6.0,153,1,1,1,1,0
52,4,35,1,1.8,0,0,0,1,0,0
51,1,91,3,0.8,0,0,0,0,0,0
57,2,30,2,2.0,0,0,0,0,0,0
65,1,53,3,2.5,0,0,0,1,0,0
58,1,28,3,0.3,0,0,0,1,0,0
64,4,85,2,3.4,200,0,0,1,0,0
52,2,28,2,0.7,90,0,0,1,1,0
58,4,41,1,0.4,177,0,0,1,0,0
52,1,154,3,5.0,0,1,1,1,0,1
43,1,41,3,0.3,0,0,0,1,0,0
56,3,33,1,1.5,0,0,0,0,0,0
37,3,182,3,5.8,0,0,0,1,0,1
53,2,59,3,0.8,0,0,0,1,0,0
27,2,129,1,3.3,0,1,0,0,0,0
53,3,35,3,0.9,136,0,0,1,0,0
42,3,185,2,2.2,0,1,1,1,1,1
58,4,45,2,1.3,201,0,0,0,0,0
36,4,62,2,0.1,145,0,0,0,0,0
53,3,183,3,8.2,467,0,1,1,1,1
48,2,14,3,0.1,0,0,0,1,0,0
54,1,53,3,2.2,0,0,0,1,1,0
26,3,48,3,2.6,169,0,0,0,0,0
50,2,128,1,0.4,0,0,0,1,0,0
31,1,105,1,4.0,331,0,0,1,0,0
35,3,40,1,0.9,0,0,0,1,1,0
63,2,10,1,0.4,0,0,0,1,0,0
29,2,102,1,3.3,303,0,0,0,0,0
57,3,31,2,0.1,0,0,0,1,0,0
30,4,30,1,0.8,158,0,0,1,0,0
33,1,21,3,0.6,0,1,0,0,0,0
62,2,44,1,0.3,0,0,0,0,0,0
35,1,48,3,2.5,164,0,0,1,0,0
37,3,21,2,0.2,0,0,0,1,0,0
37,4,84,2,2.2,0,0,0,1,1,0
35,3,64,2,0.7,230,0,0,1,0,0
35,1,82,1,2.5,138,0,0,0,0,0
59,4,39,1,1.3,0,0,0,1,0,0
53,2,45,3,0.8,0,0,0,1,1,0
45,4,133,3,5.7,0,0,1,1,1,1
46,2,152,1,1.4,0,0,0,1,0,0
40,1,12,1,1.0,91,1,0,0,0,0
42,3,32,1,1.5,149,0,0,1,0,0
25,4,74,1,2.6,204,0,0,0,0,0
39,2,54,2,1.1,159,0,0,0,1,0
30,3,181,2,4.1,0,0,1,1,1,1
58,2,75,3,0.0,0,0,0,1,0,0
41,3,95,1,0.1,240,1,0,0,0,0
37,4,190,2,7.3,565,0,1,1,0,1
36,1,90,1,2.8,0,0,0,1,0,0
27,4,20,1,1.0,134,0,0,1,1,0
60,3,64,3,2.2,0,0,0,0,0,0
62,2,85,3,1.7,98,0,0,0,0,0
67,4,105,2,1.7,0,0,0,1,0,0
44,1,21,1,0.2,0,0,0,1,0,0
24,2,78,2,1.8,0,0,0,0,0,0
45,2,158,1,6.67,132,0,0,1,1,0
58,1,125,1,4.3,219,0,0,0,0,0
61,3,81,2,1.8,0,0,0,1,0,0
54,1,183,1,8.1,0,0,0,1,1,0
28,4,54,2,0.6,0,0,0,1,0,0
49,4,79,3,3.6,212,0,0,1,0,0
35,1,38,2,1.5,136,0,0,1,0,0
36,4,172,2,1.0,295,0,0,1,0,1
34,3,184,1,7.5,0,0,0,0,0,1
36,2,158,1,7.8,114,0,0,1,1,0
35,1,188,3,0.9,282,0,0,1,0,1
27,4,20,3,0.5,0,0,0,1,0,0
42,4,60,3,0.2,151,0,0,0,1,0
65,4,113,3,2.4,0,0,0,1,0,0
29,4,70,1,0.0,0,0,0,1,1,0
65,2,84,3,0.0,0,0,0,1,1,0
59,2,23,3,0.2,0,0,0,1,0,0
46,2,141,1,3.3,0,1,1,1,1,0
59,3,110,1,4.4,264,0,0,1,0,0
52,4,31,1,1.8,0,0,0,1,1,0
60,1,22,1,1.3,80,0,0,0,0,0
43,1,91,1,5.2,0,1,0,0,0,0
65,4,82,3,2.4,252,0,0,1,0,0
50,1,23,1,0.3,0,0,0,0,0,0
48,1,35,1,0.1,0,1,0,1,0,0
49,1,114,3,2.5,0,0,0,1,0,1
58,3,18,2,0.1,0,0,0,1,1,0
24,2,80,3,1.6,238,0,0,0,0,0
58,2,74,3,2.3,0,0,0,0,1,0
45,4,122,2,4.1,0,0,0,1,0,1
42,3,73,2,2.33,0,0,0,0,0,0
64,2,40,1,1.1,0,0,0,1,0,0
49,4,55,3,0.1,0,0,0,1,0,0
55,1,69,2,2.7,0,1,0,0,1,0
40,4,92,2,1.4,0,0,0,1,0,0
28,4,48,3,2.1,0,0,0,1,1,0
57,4,113,3,0.6,327,0,0,1,0,1
50,1,58,2,1.3,0,0,0,1,0,0
40,2,109,1,2.2,0,0,0,1,0,0
55,3,39,2,1.0,0,0,0,1,1,0
53,3,33,2,1.9,144,0,0,0,0,0
48,4,18,1,0.2,0,0,0,1,1,0
59,1,63,1,1.6,0,0,0,1,1,0
58,1,43,2,2.8,0,0,0,1,0,0
38,4,70,3,2.0,0,0,0,1,0,0
49,1,19,3,0.9,0,0,0,0,0,0
60,4,39,2,1.3,140,0,0,1,0,0
54,3,81,1,0.8,0,0,0,0,0,0
28,4,34,3,1.3,0,0,0,0,0,0
27,1,140,2,5.9,175,1,1,1,0,1
42,1,114,1,0.3,0,0,0,0,0,0
52,2,55,3,3.2,151,0,0,0,0,0
54,1,21,2,0.1,76,0,0,1,0,0
56,4,50,2,2.8,0,1,0,1,0,0
58,3,41,1,1.5,0,0,0,1,1,0
